pub_year,doc_type_major,n_docs,n_pos,prevalence,prev_lo95,prev_hi95
2016,Editorial,1364,3,0.0021994134897360706,0.0007482748038529752,0.0064466078758832375
2016,Guideline,327,0,0.0,0.0,0.01161117725205074
2016,Letter/Correspondence,1484,0,0.0,0.0,0.00258190064399669
2016,Meta-analysis,2496,0,0.0,0.0,0.0015366809791635115
2016,Other/Unclear,2526,7,0.0027711797307996833,0.0013430113103063421,0.005709390633098864
2016,Research Article,607531,417,0.0006863847276929078,0.0006236099848793158,0.0007554738168148522
2016,Retraction,212,0,0.0,0.0,0.017797594779441046
2016,Review,77345,125,0.0016161354968000517,0.0013567274381480479,0.0019250471047303397
2017,Case Report,25275,10,0.0003956478733926805,0.00021492904947063862,0.0007282098542458126
2017,Clinical Trial,23742,28,0.0011793446213461377,0.0008161105023344998,0.0017039711264622453
2017,Comment/Reply,2694,13,0.004825538233110616,0.002822284458565658,0.008238950708951823
2017,Conference,168,0,0.0,-1.734723475976807e-18,0.022354668349868052
2017,Editorial,1603,6,0.0037429819089207735,0.0017165368492070101,0.008142219740457172
2017,Guideline,313,0,0.0,0.0,0.012124230316929803
2017,Letter/Correspondence,1280,3,0.00234375,0.0007973996366845383,0.006868234428236726
2017,Meta-analysis,2390,1,0.00041841004184100416,7.386346506532714e-05,0.0023663394143567176
2017,Other/Unclear,2179,7,0.0032124827902707664,0.0015569981321944862,0.0066165037722146335
2017,Research Article,625012,459,0.000734385899790724,0.0006702252548148025,0.0008046836957632602
2017,Retraction,205,0,0.0,0.0,0.01839413899130202
2017,Review,83086,155,0.0018655369135594443,0.0015942574441786088,0.002182876478699724
2018,Case Report,28367,5,0.00017626114851764375,7.529050251778728e-05,0.00041258571506936216
2018,Clinical Trial,24992,31,0.0012403969270166453,0.0008740267797028618,0.0017600697330776498
2018,Comment/Reply,2711,14,0.005164146071560309,0.003078705413737543,0.008649956942305081
2018,Conference,219,0,0.0,0.0,0.017238528418471243
2018,Editorial,1767,6,0.003395585738539898,0.0015571281790178332,0.007388595754531742
2018,Guideline,394,1,0.0025380710659898475,0.0004481724520566414,0.014234708608177084
2018,Letter/Correspondence,1353,2,0.0014781966001478197,0.00040546846640589955,0.0053737320214016955
2018,Meta-analysis,2306,1,0.0004336513443191674,7.65542124862603e-05,0.0024523894075994764
2018,Other/Unclear,2042,4,0.0019588638589618022,0.0007620194166782341,0.005026043372664213
2018,Research Article,670347,492,0.0007339482387479918,0.0006719170460672881,0.0008017015394944886
2018,Retraction,280,1,0.0035714285714285713,0.0006307232802881257,0.01994928235019393
2018,Review,91352,188,0.002057973552850512,0.0017842986147058079,0.002373524823348894
2019,Case Report,31185,9,0.0002886002886002886,0.00015184535626880678,0.0005484518589878701
2019,Clinical Trial,26175,26,0.0009933142311365807,0.000677983065080607,0.001455092950087318
2019,Comment/Reply,2741,10,0.0036483035388544327,0.001982917597485239,0.006702997118673804
2019,Conference,167,0,0.0,0.0,0.02248551872134217
2019,Editorial,2141,5,0.002335357309668379,0.000997924828082297,0.005455446708434264
2019,Guideline,364,0,0.0,0.0,0.010443245938100362
2019,Letter/Correspondence,1485,1,0.0006734006734006734,0.00011888164608154844,0.0038046112054146227
2019,Meta-analysis,2397,1,0.00041718815185648727,7.364774920770069e-05,0.0023594403663080485
2019,Other/Unclear,4053,6,0.0014803849000740192,0.000678644764943395,0.003226230242249803
2019,Research Article,716093,540,0.0007540919964306312,0.0006931352464126598,0.0008204050962771781
2019,Retraction,307,0,0.0,0.0,0.012358257599447291
2019,Review,98589,199,0.0020184807635740295,0.0017570570856346739,0.0023187100073396305
2020,Case Report,39222,20,0.0005099179032175819,0.00033013209779280284,0.0007875356740182594
2020,Clinical Trial,26415,28,0.001060003785727806,0.0007335151996818257,0.001531590138641567
2020,Comment/Reply,3065,11,0.0035889070146818925,0.0020051973883425107,0.006415393628641658
2020,Conference,170,0,0.0,0.0,0.022097483803655452
2020,Editorial,3193,21,0.0065768869401816475,0.004305780172187178,0.01003382953670496
2020,Guideline,481,0,0.0,8.673617379884035e-19,0.007923123633110731
2020,Letter/Correspondence,3095,14,0.004523424878836834,0.0026964655432249528,0.007578812893514378
2020,Meta-analysis,2724,1,0.0003671071953010279,6.480637384706023e-05,0.0020766152992510224
2020,Other/Unclear,5465,16,0.00292772186642269,0.0018029726221720018,0.004750784529241749
2020,Research Article,817265,897,0.0010975632138902314,0.0010280835845492815,0.0011717328866275177
2020,Retraction,618,1,0.0016181229773462784,0.000285695567779372,0.009108111708712448
2020,Review,122144,351,0.0028736573225045846,0.002588693652876871,0.0031898895000530324
2021,Case Report,46062,20,0.00043419738613173546,0.0002811060144191198,0.0006706069562401702
2021,Clinical Trial,28542,35,0.0012262630509424707,0.0008818950715666161,0.0017048725641751932
2021,Comment/Reply,2974,14,0.004707464694014795,0.002806251963918237,0.007886546581946662
2021,Conference,125,0,0.0,1.734723475976807e-18,0.029815393708326456
2021,Editorial,3422,12,0.0035067212156633548,0.002007163525006498,0.006119732933966891
2021,Guideline,398,0,0.0,0.0,0.009559637853117154
2021,Letter/Correspondence,2402,9,0.003746877601998335,0.001972513245466927,0.007105998034075356
2021,Meta-analysis,3231,1,0.00030950170225936243,5.463673963411995e-05,0.0017511577313022424
2021,Other/Unclear,4374,7,0.001600365797896662,0.000775440662234931,0.0032999601919340258
2021,Research Article,927539,1045,0.0011266372626919192,0.0010604023517287893,0.0011970043848997232
2021,Retraction,852,1,0.0011737089201877935,0.00020721849920592866,0.006618179780451332
2021,Review,152969,440,0.002876399793422197,0.002620219626262218,0.0031575475276454158
2022,Case Report,45801,21,0.0004585052728106373,0.00029992423570152354,0.0007008751855104536
2022,Clinical Trial,27809,36,0.0012945449314969973,0.0009352742994998546,0.001791576135145017
2022,Comment/Reply,2821,5,0.001772421127259837,0.0007573025872516627,0.004142603840230683
2022,Conference,52,0,0.0,0.0,0.06879223612386234
2022,Editorial,4562,17,0.003726435773783428,0.0023279670348068156,0.005959981454422626
2022,Guideline,320,0,0.0,0.0,0.011862158831309737
2022,Letter/Correspondence,2025,5,0.0024691358024691358,0.0010551141400401013,0.0057672320617867074
2022,Meta-analysis,3677,2,0.0005439216752787598,0.00014917561703164353,0.0019811684655430114
2022,Other/Unclear,5043,9,0.001784651992861392,0.0009392138903984272,0.0033885342663264846
2022,Research Article,969332,1108,0.0011430552174074517,0.0010777370387291564,0.001212327316551363
2022,Retraction,871,1,0.001148105625717566,0.00020269759194538502,0.006474465180574041
2022,Review,159265,426,0.0026747873041785704,0.0024328426664548025,0.002940722250459432
2023,Case Report,44117,22,0.0004986739805517147,0.0003293549813765674,0.0007549729062804709
2023,Clinical Trial,25087,26,0.0010363933511380397,0.0007073904914863525,0.0015181808952820673
2023,Comment/Reply,2684,5,0.0018628912071535022,0.0007959701090859521,0.004353685863095959
2023,Conference,125,0,0.0,1.734723475976807e-18,0.029815393708326456
2023,Editorial,5247,20,0.003811701924909472,0.002468910760026134,0.005880505074467685
2023,Guideline,286,0,0.0,0.0,0.01325365541673796
2023,Letter/Correspondence,1881,5,0.002658160552897395,0.001135925298183519,0.006207641321660697
2023,Meta-analysis,3291,2,0.0006077180188392585,0.0001666740234740195,0.0022132458964060644
2023,Other/Unclear,5443,13,0.0023883887562006247,0.0013963601101407697,0.004082312079292692
2023,Research Article,927291,1045,0.0011269385769947082,0.0010606859609088505,0.0011973245069663524
2023,Retraction,6216,3,0.00048262548262548264,0.0001641494864383649,0.0014181189501208048
2023,Review,154794,414,0.002674522268304973,0.0024292873441542897,0.002944440422211112
2024,Case Report,49818,29,0.0005821189128427476,0.0004053579848968754,0.000835893984318434
2024,Clinical Trial,25891,30,0.0011587037966861071,0.0008117915760574155,0.0016536206537188544
2024,Comment/Reply,1017,4,0.003933136676499509,0.0015305509251261574,0.010069153140942755
2024,Conference,237,0,0.0,0.0,0.01595015592209181
2024,Editorial,4569,15,0.003282994090610637,0.001990595809908545,0.00540993603127661
2024,Guideline,617,1,0.0016207455429497568,0.00028615870037749895,0.009122779342823
2024,Letter/Correspondence,2055,6,0.00291970802919708,0.0013387942451801595,0.0063555616037486475
2024,Meta-analysis,2930,1,0.00034129692832764505,6.024982912349085e-05,0.001930811686191722
2024,Other/Unclear,6143,22,0.0035813120625101742,0.0023663051198979513,0.005416791148518377
2024,Research Article,970943,1126,0.001159697325177688,0.0010939449742914178,0.0012293969044785413
2024,Retraction,1880,2,0.0010638297872340426,0.00029178899320270743,0.0038706944174782348
2024,Review,161655,430,0.0026599857721691256,0.00242044738939273,0.0029231604889350385
2025,Case Report,39785,15,0.00037702651753173305,0.0002285057070787958,0.0006220206611171268
2025,Clinical Trial,22687,27,0.0011901088729228191,0.0008180778499225745,0.0017310325004214052
2025,Comment/Reply,507,3,0.005917159763313609,0.0020143667077184386,0.017250825360704665
2025,Conference,271,0,0.0,0.0,0.013976999093140033
2025,Editorial,3674,15,0.004082743603701687,0.0024758073255108414,0.006725638468062176
2025,Guideline,642,1,0.001557632398753894,0.00027501330299450205,0.008769712365996498
2025,Letter/Correspondence,2188,8,0.003656307129798903,0.001853867180643694,0.007198547965919732
2025,Meta-analysis,1970,0,0.0,1.0842021724855044e-19,0.001946184078527397
2025,Other/Unclear,5305,8,0.0015080113100848257,0.0007643381266193322,0.0029730985579377745
2025,Research Article,900742,1148,0.0012745047971561225,0.0012029225466579497,0.001350340930080328
2025,Retraction,1347,2,0.0014847809948032665,0.0004072749811958056,0.005397594842343548
2025,Review,148632,516,0.0034716615533667045,0.0031851992551753016,0.0037837891708610415
